index,video_id,title,publishedat,channelid,channeltitle,category,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled
168344,bYznyR-yaR8,ハギーワギー扉が開くまで逃げ切れるメンバーは誰だ鬼ごっこ,2022-11-19,UCibEhpu5HP45-w7Bq1ZIulw,Fischersフィッシャーズ,Entertainment,2022-11-27,Fischers|フィッシャーズ|野生児|MASAI|無謀|自然|チャレンジ|シルクロード|マッチョ|マサイ|ザカオ|ンダホ|ダーマ|モトキ|おもしろ|挑戦|SilkRoad|Dama|Ndaho|Zakao|Motoki|Masai|シルクの部屋|毎日|動画|投稿|面白|面白動画|やってみた|ウケる|爆笑|大爆笑|コント|一発芸|ギャグ|ネタ|楽しい|お笑い|笑える|オススメ|商品紹介|YouTube|youtuber|Japan|japanese|Blog|Vlog|腹筋崩壊|抱腹絶倒|都市伝説|身体張る|スポーツ|講座|ビログ|ビデオブロガー|大学生|軍団|イケメン|ウオタミ|UUUM|ウーム|ハギーワギー|ポピープレイタイム|poppy|play|time|ごっこ|鬼ごっこ|サバイバル|逃げ切る|逃走|捕まったら|終わり|終了|恐怖|怖い|ホラー|ゲーム|実況|学校|夜の|本気|ガチ|勝負|着ぐるみ|Chapter|huggy|wuggy|おもちゃ|工場|闇の,1907229,32946,0,1584,https://i.ytimg.com/vi/bYznyR-yaR8/default.jpg,false,false
168345,9tkfixxrA7E,留学生が初めての日本で初めての日本食テンション爆上がり,2022-11-20,UC-kwiDn_sPRckNtYLs-B8Tw,Momoka Japan,People & Blogs,2022-11-27,外国人|外国人日本食|日本食反応|外国人日本食反応|日本食食べてみた|外国人日本反応|外国人日本|海外日本食反応|海外日本|外国日本食反応|英語|英会話|英語勉強|リスニング|アメリカ英語|英語聞き取り|日本|東京グルメ|グルメ|Japanese food|food|trying food|trying Japanese food|japanese|eating show|eating food|tokyo|tokyo food|japan|japan food|食|食レポ|食レポ英語|美味しい|外国人鉄板焼き反応|鉄板焼き|反応|外国人|鉄板焼き|食べてみた|外国人|お好み焼き|反応|お好み焼き|食べてみた|海外|お好み焼き|反応|外国人|海鮮反応|外国人|海鮮料理反応|外国人|ナポリタン反応|外国人|居酒屋|反応|外国人|鉄板焼き|反応|外国人|和スイーツ反応|外国人|スイーツ反応|海外|日本スイーツ反応,385841,11357,0,424,https://i.ytimg.com/vi/9tkfixxrA7E/default.jpg,false,false
168347,UOa9qTL3BlQ,この男熱すぎる勝利を呼び込むクラッチスリー 渡邊雄太がシーズンハイの20点と大活躍202223シーズン ハイライト20221118NBA Rakuten,2022-11-18,UCPVpbXIiIDwDKVvu68-Vb-A,NBA Rakuten,Sports,2022-11-27,NBA|ハイライト|バスケ|ステフィンカリー|八村塁|ジャパンゲーム|渡邊雄太|Yuta Watanabe|プレシーズン|Lebron|レブロン|Hachimura|ネッツ|ベンシモンズ,558662,8343,0,1249,https://i.ytimg.com/vi/UOa9qTL3BlQ/default.jpg,false,false
168348,OUkCp4YD2Hs,大人気流行りのTikTok曲をメドレーにして歌ってみたスカイピースコムドット2022冬,2022-11-16,UC8_wmm5DX9mb4jrLiw8ZYzw,スカイピース,People & Blogs,2022-11-27,スカイピース,4584872,145570,0,7238,https://i.ytimg.com/vi/OUkCp4YD2Hs/default.jpg,false,false
168349,PZ2E9A_7Bd4,11を理系が24時間かけて計算したらハイレベルすぎて部屋全体が数式で埋め尽くされたｗｗｗｗｗｗｗ,2022-11-18,UCPyNsNSTUtywkekbDdCA_8Q,はなおでんがん,Entertainment,2022-11-27,理系|勉強|教育|実験|検証,995799,23063,0,1173,https://i.ytimg.com/vi/PZ2E9A_7Bd4/default.jpg,false,false
168350,5b8K_m-ZRfg,峠で困り果てたバイク女子を全力で助けたら奇跡が起きた件,2022-11-18,UC5FCURSdp8ob8NoOG_iB4dg,独ヲタ女子アッキーch,Autos & Vehicles,2022-11-27,None,1275835,28881,0,1645,https://i.ytimg.com/vi/5b8K_m-ZRfg/default.jpg,false,false
168351,rUisPlLH_PM,深海400mから上がった怪物イカを解体してみると,2022-11-18,UCtxx8JDiilyNt9DXPlvxwmw,素潜り漁師マサル Masaru,Howto & Style,2022-11-27,マサル|素潜り|料理|怪魚|ソデイカ|巨大イカ|ダイオウイカ,480750,11103,0,531,https://i.ytimg.com/vi/rUisPlLH_PM/default.jpg,false,false
168352,g3eww0C44XA,FSL R指定 vs TPablow Round 2,2022-11-17,UCXIaUFBW7TrZh_utWNILFDQ,FSL  FREE STYLE LEAGUE,People & Blogs,2022-11-27,None,850672,19153,0,1091,https://i.ytimg.com/vi/g3eww0C44XA/default.jpg,false,false
168353,-L4Visli9sA,XG TAPE 2 GALZ XYPHER COCONA MAYA HARVEY JURIN,2022-11-17,UCa23gZS7V7rNDlBvWdZBpbg,XG,Music,2022-11-27,XG|XGALX|HARVEY|COCONA|MAYA|JURIN|JURIA|CHISA|HINATA|ALPHAZ|Rap,3471909,242221,0,11757,https://i.ytimg.com/vi/-L4Visli9sA/default.jpg,false,false
168354,VT6Pve5kdBM,プロゲーマーとBreakingDownメンバーが喧嘩になった 後編,2022-11-18,UCJZVj2iBrdvbNc416i0V-UA,朝倉未来 Mikuru Asakura,Entertainment,2022-11-27,None,2423658,40022,0,6732,https://i.ytimg.com/vi/VT6Pve5kdBM/default.jpg,false,false
168355,lXtrLjjEFNw,KisMyFt2 Rebirth StageMusic Video,2022-11-17,UCwVX4BFoELC1lfOFMzbJlOg,KisMyFt2,Entertainment,2022-11-27,None,4859269,0,0,2379,https://i.ytimg.com/vi/lXtrLjjEFNw/default.jpg,false,true
168356,TBVfreZulqY,BEFIRST  Message MV Reaction,2022-11-17,UCi_AquB9uaI3-9xXkuWG7IQ,BEFIRST Official,Music,2022-11-27,SKYHI|スカイハイ|すかいはい|日高|ヒダカ|ひだか|日高光啓|AAA|トリプルエー|すっきり|ｽｯｷﾘ|sukkkiri|THEFIRST|ザファースト|ｻﾞﾌｧｰｽﾄ|ざふぁーすと|BMSG|ビーエムエスジー|ﾋﾞｰｴﾑｴｽｼﾞｰ|びーえむえすじー|ボーイズグループオーディション|ざすと|ザスト|ｻﾞｽﾄ|BEFIRST|ﾋﾞｰｽﾄ|ボーイズグループ|ﾎﾞｰｲｽﾞｸﾞﾙｰﾌﾟ|Boysgroup|BEFIRST|JUNON|RYUHEI|LEO|SOTA|RYOKI|MANATO|SHUNTO|ジュノン|ｼﾞｭﾉﾝ|リュウヘイ|ﾘｭｳﾍｲ|レオ|ソウタ|ﾚｵ|ｿｳﾀ|リョウキ|ﾘｮｳｷ|マナト|ﾏﾅﾄ|シュント|ｼｭﾝﾄ|BESTY,504476,26980,0,1537,https://i.ytimg.com/vi/TBVfreZulqY/default.jpg,false,false
168357,1gAoK6z6WBg,ゆっくり実況ゆっくり達のマリオカート8DX part124,2022-11-18,UCtTzAeUzuCKihDS1BECX9QA,酒桜,Gaming,2022-11-27,ゆっくり実況|ゆっくり実況プレイ|酒桜|霊夢|魔理沙|パルスィ|マリオカート|スイッチ|バトル|マリカー|マリオカート8|デラックス|124|part124|レインボーロード|キラー|ゆっくり茶番,285159,8778,0,532,https://i.ytimg.com/vi/1gAoK6z6WBg/default.jpg,false,false
168358,jIrei8x1cds,エガ知ラズ３ 2022年最新ワード編,2022-11-17,UCU607BfClX724VqZZ9zWWcA,エガちゃんねる 替えのパンツ,Comedy,2022-11-27,江頭|エガちゃん|ブリーフ団|badass|samurai,417076,9682,0,622,https://i.ytimg.com/vi/jIrei8x1cds/default.jpg,false,false
168359,OMYcOKBSqcQ,最強の履歴書をつくろう公認会計士編,2022-11-18,UCySNyY7ZlIyIeQ0T_8ah4Vg,Stardy 河野玄斗の神授業,Education,2022-11-27,河野玄斗|こうのげんと|げんげん|東大医学部|頭脳王|神授業|Stardy|数学|受験|東大医学部の神脳|神脳,434699,12241,0,1440,https://i.ytimg.com/vi/OMYcOKBSqcQ/default.jpg,false,false
168360,zD_Dmg1YkC8,COWAY x BTS 코웨이 아이콘 정수기 2  아이콘 얼음정수기 Making Film,2022-11-18,UC6fKqYWsBvP6yxmTrhjOB_Q,COWAY,Entertainment,2022-11-27,코웨이|정수기|정수기추천|정수기비교|정수기구매|정수기렌탈|코웨이정수기|코웨이아이콘정수기|정수기필터|아이스정수기|얼음정수기|얼음|ice|홈카페|홈까페|아이스음료|BTS|COWAY|waterpurifier|정수기설치|냉온정수기|방탄소년단 코웨이|코웨이 광고|정수기광고|방탄소년단 광고|방탄소년단 레전드|BTS 광고|BTS 레전드|방탄 광고|방탄|RM|진|정국|제이홉|슈가|지민|뷔|코웨이 아이콘 정수기2|아이콘정수기2|콤팩트 정수기|아이스아메리카노|아아|뜨아|얼음저장고|얼음파우셋|Jin|JungKook|jhope|Jimin|SUGA|jhope|정수기관리|정수기온도|코웽ㅇ|코웽이|코웨잉|아이콘얼음정수기|icon정수기|bts정수기|방탄정수기|bts coway|coway 광고|home cafe|방탄소년단|방탄소년단 비하인드|비하인드|광고 비하인드|비하인드영상|bts 비하인드,909639,82574,0,2309,https://i.ytimg.com/vi/zD_Dmg1YkC8/default.jpg,false,false
